Distance_km,Traffic_Density,Road_Type,Time_of_Day,Day_of_Week,Weather,Num_Traffic_Signals,Speed_Limit_kmph,Incident_Type,Population_Density_per_km2,Response_Time_minutes
17.13,Medium,Secondary,Morning,Mon,Clear,2,40,Fire,5669,35.82
4.17,Low,Residential,Afternoon,Mon,Clear,6,60,Medical,2770,7.72
3.1,Low,Residential,Evening,Sat,Clear,3,40,Medical,6828,6.05
1.32,Medium,Primary,Evening,Wed,Clear,1,60,Other,8787,1.85
0.15,Low,Secondary,Evening,Sat,Clear,1,70,Medical,1570,1.0
0.09,High,Secondary,Afternoon,Sun,Rain,5,60,Medical,2155,1.38
2.42,Medium,Primary,Evening,Tue,Clear,1,60,Medical,5827,5.92
4.31,Low,Secondary,Evening,Mon,Fog,3,60,Medical,3238,9.33
2.31,High,Secondary,Afternoon,Tue,Rain,2,70,Medical,5551,4.8
5.51,Low,Primary,Evening,Sun,Clear,3,70,Fire,6463,7.06
0.1,Low,Secondary,Evening,Sun,Clear,4,40,Crime,5148,2.4
1.37,Medium,Secondary,Afternoon,Mon,Clear,2,50,Medical,2261,2.55
0.81,High,Primary,Afternoon,Wed,Clear,3,70,Crime,9725,2.81
1.78,Medium,Primary,Morning,Sun,Clear,3,50,Crime,3304,4.0
0.23,Low,Secondary,Evening,Mon,Clear,7,50,Medical,8257,3.96
9.25,Low,Primary,Morning,Wed,Snow,1,30,Medical,4581,23.38
0.76,Low,Residential,Afternoon,Wed,Clear,4,60,Medical,8724,1.34
7.67,Low,Primary,Morning,Tue,Clear,2,40,Medical,3709,8.09
1.66,Low,Primary,Morning,Tue,Clear,5,50,Other,6965,4.43
12.71,Medium,Primary,Afternoon,Sat,Clear,2,50,Other,7450,21.69
2.42,High,Secondary,Afternoon,Tue,Clear,3,30,Other,3762,13.21
8.01,Low,Secondary,Afternoon,Thu,Clear,0,50,Medical,7024,11.41
0.02,Low,Secondary,Morning,Tue,Rain,2,60,Other,4256,1.0
4.14,High,Primary,Night,Tue,Rain,4,40,Medical,5468,12.21
7.0,Medium,Residential,Morning,Sat,Clear,3,60,Crime,2019,12.73
0.45,High,Primary,Night,Mon,Rain,3,60,Medical,2982,1.84
0.3,Low,Primary,Evening,Sat,Clear,4,40,Fire,7121,1.14
1.66,Low,Primary,Morning,Thu,Clear,1,50,Crime,5588,1.0
8.14,Medium,Primary,Afternoon,Thu,Clear,1,60,Fire,7193,11.7
2.35,Medium,Primary,Night,Sun,Rain,3,70,Medical,5173,5.24
2.25,Medium,Primary,Evening,Mon,Clear,2,60,Crime,5532,3.55
0.46,Medium,Primary,Morning,Tue,Clear,4,60,Fire,6487,2.43
0.0,Low,Residential,Afternoon,Sat,Clear,3,60,Crime,1174,1.0
4.98,Medium,Primary,Afternoon,Sun,Fog,2,50,Medical,5014,13.54
0.27,Medium,Residential,Evening,Fri,Rain,1,60,Medical,5069,1.0
3.01,Low,Secondary,Night,Wed,Clear,1,60,Medical,5103,3.54
7.38,Medium,Primary,Morning,Thu,Fog,3,60,Medical,8101,14.61
0.7,Medium,Secondary,Afternoon,Sun,Clear,5,60,Medical,1951,3.82
3.28,Low,Secondary,Afternoon,Mon,Clear,2,60,Fire,2829,4.87
0.25,Low,Primary,Night,Sun,Clear,5,40,Fire,5615,1.73
2.78,Low,Residential,Evening,Fri,Clear,3,70,Medical,5113,5.25
0.54,Low,Secondary,Night,Wed,Clear,2,30,Fire,8241,3.11
3.99,Medium,Residential,Afternoon,Fri,Clear,1,60,Medical,5542,6.95
1.08,High,Residential,Evening,Tue,Snow,2,50,Medical,8172,3.6
1.87,Low,Primary,Afternoon,Mon,Clear,3,60,Medical,4772,1.0
2.74,Low,Primary,Night,Wed,Clear,6,30,Medical,1996,6.59
0.56,High,Primary,Afternoon,Wed,Clear,4,50,Fire,4223,1.0
4.06,Low,Residential,Evening,Tue,Clear,5,40,Crime,6089,10.77
1.08,Low,Residential,Afternoon,Tue,Fog,4,60,Medical,4452,4.86
3.26,Low,Secondary,Evening,Tue,Clear,4,40,Other,2565,8.11
0.52,Medium,Primary,Afternoon,Mon,Rain,1,70,Crime,6494,1.0
3.5,Low,Primary,Morning,Thu,Clear,2,50,Other,7260,3.47
0.41,Medium,Residential,Afternoon,Fri,Clear,3,60,Fire,6210,3.22
1.66,Low,Residential,Evening,Mon,Clear,7,60,Medical,3619,4.89
0.85,Low,Primary,Morning,Mon,Clear,4,70,Crime,2816,3.53
4.14,Low,Primary,Morning,Fri,Clear,3,50,Medical,6564,5.47
0.91,Medium,Primary,Afternoon,Sun,Clear,0,60,Medical,3233,1.0
6.4,Medium,Primary,Afternoon,Wed,Clear,1,50,Medical,6924,12.06
6.67,Low,Residential,Afternoon,Sun,Snow,4,50,Medical,643,13.8
0.66,Low,Secondary,Afternoon,Fri,Fog,2,60,Medical,4129,1.0
2.85,Medium,Secondary,Morning,Tue,Clear,0,50,Crime,403,5.47
0.28,High,Secondary,Morning,Wed,Clear,7,60,Fire,3868,4.64
1.49,Low,Primary,Evening,Sun,Clear,4,40,Medical,7732,5.83
3.75,Medium,Primary,Morning,Mon,Clear,2,60,Medical,6439,4.67
3.23,Low,Residential,Evening,Fri,Fog,1,70,Medical,4867,3.53
2.94,Low,Secondary,Afternoon,Mon,Clear,0,50,Medical,4345,4.4
1.0,Low,Primary,Night,Sun,Clear,3,50,Medical,200,2.52
1.42,Medium,Primary,Morning,Sat,Clear,1,60,Fire,1201,1.0
0.33,Low,Primary,Evening,Mon,Clear,2,40,Crime,5611,1.0
3.81,High,Primary,Afternoon,Fri,Clear,6,50,Medical,7946,9.12
2.1,Medium,Secondary,Morning,Sat,Rain,1,40,Medical,5652,6.14
3.7,High,Secondary,Afternoon,Sat,Clear,5,50,Medical,5386,10.16
0.86,Low,Secondary,Afternoon,Sat,Rain,2,60,Medical,10702,2.8
1.18,Low,Residential,Afternoon,Mon,Fog,3,70,Medical,4401,1.12
1.22,High,Secondary,Afternoon,Thu,Rain,3,60,Other,451,4.34
0.08,Medium,Primary,Night,Thu,Clear,4,60,Medical,4203,1.84
1.25,High,Primary,Afternoon,Mon,Clear,0,60,Medical,3364,4.43
4.88,Low,Residential,Afternoon,Wed,Snow,1,60,Medical,8609,8.7
6.83,Low,Secondary,Evening,Wed,Rain,2,60,Crime,8293,12.5
2.19,Medium,Primary,Evening,Wed,Clear,1,30,Medical,4976,6.99
1.82,Low,Secondary,Morning,Wed,Clear,2,30,Fire,5657,4.67
0.09,Medium,Secondary,Evening,Thu,Clear,2,60,Fire,6583,1.0
6.34,Low,Residential,Afternoon,Sun,Clear,0,50,Medical,7299,8.1
0.04,Low,Residential,Morning,Wed,Clear,2,50,Other,5475,1.45
8.69,Low,Secondary,Afternoon,Fri,Clear,0,50,Fire,5796,10.27
2.02,Low,Secondary,Morning,Wed,Clear,3,30,Crime,5482,6.03
1.26,Low,Primary,Afternoon,Fri,Clear,4,70,Medical,4145,4.34
7.74,Medium,Secondary,Afternoon,Thu,Snow,3,40,Medical,6912,23.87
0.07,Low,Residential,Afternoon,Fri,Rain,4,70,Medical,5998,2.17
2.61,Low,Secondary,Evening,Sat,Clear,2,60,Medical,3179,2.74
2.39,High,Secondary,Evening,Fri,Rain,5,70,Medical,6756,8.03
0.74,Medium,Residential,Evening,Mon,Rain,3,40,Other,4752,6.88
1.68,Low,Primary,Evening,Fri,Clear,7,50,Medical,7673,3.14
3.17,Medium,Primary,Night,Sat,Clear,2,70,Medical,6110,1.0
3.9,High,Secondary,Night,Mon,Clear,2,60,Medical,5000,4.55
0.0,Low,Residential,Night,Sat,Rain,5,50,Other,226,4.23
8.29,Low,Residential,Morning,Wed,Clear,3,60,Fire,1194,7.44
0.54,Medium,Secondary,Afternoon,Fri,Clear,3,40,Fire,12413,1.75
0.8,Low,Residential,Afternoon,Sun,Snow,2,60,Medical,5142,3.11
0.92,Medium,Secondary,Afternoon,Fri,Clear,1,50,Fire,6582,2.39
0.12,High,Primary,Morning,Tue,Clear,1,50,Fire,6134,1.0
0.39,High,Residential,Afternoon,Wed,Rain,4,60,Other,10374,2.97
12.88,Low,Primary,Night,Fri,Clear,6,30,Medical,6178,23.63
1.14,Low,Primary,Afternoon,Fri,Clear,2,40,Other,5707,2.13
0.37,High,Primary,Afternoon,Tue,Rain,2,30,Medical,7566,1.9
0.34,Medium,Primary,Morning,Mon,Clear,6,60,Medical,5130,3.22
3.81,Low,Primary,Evening,Wed,Clear,4,30,Fire,200,10.5
5.78,Medium,Primary,Afternoon,Tue,Clear,7,40,Medical,2754,11.91
0.89,Low,Primary,Morning,Wed,Clear,2,60,Other,8619,1.0
0.06,Low,Primary,Night,Wed,Clear,0,50,Medical,5086,1.0
0.76,High,Secondary,Evening,Mon,Clear,5,50,Medical,7106,3.5
0.17,Low,Residential,Evening,Mon,Clear,3,50,Medical,728,1.53
0.33,Low,Residential,Night,Thu,Rain,3,60,Medical,7543,1.96
1.69,Low,Residential,Afternoon,Tue,Clear,2,40,Other,7482,1.46
0.78,Medium,Secondary,Evening,Sat,Clear,2,70,Medical,7052,1.0
2.18,Low,Secondary,Morning,Tue,Clear,4,50,Medical,7145,2.41
0.88,Medium,Primary,Evening,Sun,Clear,6,50,Medical,554,3.61
8.47,Medium,Primary,Morning,Wed,Rain,3,70,Other,7429,11.76
7.09,High,Secondary,Morning,Thu,Clear,4,60,Medical,200,12.98
2.51,Low,Secondary,Afternoon,Thu,Clear,8,50,Fire,3957,7.36
1.31,High,Residential,Morning,Sun,Clear,3,70,Medical,3500,3.43
1.44,Low,Secondary,Afternoon,Wed,Clear,4,60,Crime,5025,6.33
1.59,Medium,Primary,Afternoon,Mon,Clear,0,50,Fire,720,2.8
3.9,Low,Residential,Evening,Thu,Clear,5,60,Other,660,7.08
1.8,Low,Secondary,Morning,Tue,Clear,3,60,Medical,6100,3.66
5.83,Medium,Residential,Morning,Mon,Rain,3,60,Medical,5814,11.33
8.65,Low,Residential,Evening,Fri,Rain,1,40,Crime,6007,24.86
1.23,Low,Primary,Evening,Thu,Rain,4,60,Medical,2851,3.16
2.47,Low,Primary,Morning,Wed,Clear,4,50,Crime,4609,1.09
0.3,Medium,Primary,Afternoon,Tue,Clear,6,50,Crime,3570,3.46
0.67,Low,Primary,Evening,Sun,Clear,2,50,Other,2169,1.91
1.6,Low,Primary,Morning,Thu,Clear,2,50,Fire,3765,2.87
0.69,Low,Secondary,Afternoon,Wed,Clear,1,60,Medical,4036,2.99
6.28,Medium,Residential,Afternoon,Tue,Clear,2,50,Medical,2417,12.61
0.52,Low,Residential,Night,Thu,Clear,0,40,Medical,7519,1.0
1.82,Low,Secondary,Morning,Tue,Clear,3,40,Crime,7313,3.45
2.79,Low,Primary,Afternoon,Fri,Fog,2,60,Fire,8493,4.25
3.53,Low,Primary,Night,Sun,Rain,0,60,Fire,5944,3.9
1.45,Medium,Secondary,Afternoon,Sun,Clear,4,40,Other,7369,3.44
6.1,Medium,Primary,Afternoon,Sun,Clear,2,50,Medical,6634,9.13
2.52,High,Residential,Morning,Tue,Clear,2,60,Other,5161,6.01
1.74,Low,Residential,Night,Sun,Clear,3,70,Medical,5959,1.0
0.21,High,Primary,Evening,Sun,Clear,1,30,Other,6555,1.0
1.87,Low,Secondary,Evening,Wed,Rain,1,50,Medical,6243,3.93
5.16,High,Primary,Morning,Thu,Clear,6,40,Crime,5234,14.44
2.86,Low,Secondary,Morning,Wed,Clear,2,50,Medical,7140,5.44
5.35,Medium,Primary,Afternoon,Fri,Fog,0,50,Medical,5193,11.53
2.04,Low,Primary,Afternoon,Sat,Clear,6,60,Other,7069,4.21
0.38,Low,Secondary,Evening,Mon,Clear,2,60,Medical,2394,1.0
0.04,High,Secondary,Evening,Tue,Clear,4,70,Crime,8313,1.26
1.08,Medium,Secondary,Evening,Wed,Clear,1,40,Medical,2833,3.1
3.59,High,Secondary,Afternoon,Sat,Rain,3,60,Fire,2888,8.04
4.69,Medium,Secondary,Evening,Thu,Clear,5,60,Fire,8658,10.43
1.05,Medium,Residential,Evening,Thu,Clear,2,60,Fire,3922,1.85
2.05,Low,Residential,Afternoon,Mon,Clear,4,60,Medical,5069,3.95
1.64,High,Residential,Evening,Thu,Rain,1,50,Medical,5284,7.02
1.59,Medium,Residential,Morning,Sun,Clear,2,30,Medical,6365,4.5
0.79,Medium,Secondary,Evening,Fri,Clear,5,40,Fire,10801,4.22
0.44,Low,Secondary,Night,Mon,Rain,4,40,Crime,4284,3.19
0.66,Medium,Primary,Afternoon,Fri,Rain,1,60,Crime,6710,1.81
0.17,High,Primary,Afternoon,Tue,Rain,1,70,Other,3551,1.91
0.66,Low,Residential,Morning,Fri,Clear,1,50,Medical,3343,1.0
0.03,Low,Residential,Evening,Tue,Clear,2,60,Other,4486,1.0
2.96,Low,Secondary,Evening,Fri,Snow,5,50,Medical,5560,7.26
1.14,Medium,Secondary,Morning,Mon,Clear,3,50,Fire,200,2.0
10.85,Low,Primary,Evening,Tue,Clear,3,60,Medical,4987,11.11
0.65,Low,Primary,Evening,Sat,Clear,0,60,Medical,5730,1.0
1.27,Low,Secondary,Night,Fri,Clear,2,50,Medical,1798,2.19
1.33,Medium,Secondary,Afternoon,Fri,Clear,1,60,Medical,3921,1.0
0.03,Low,Residential,Afternoon,Thu,Clear,1,50,Other,7125,1.0
5.48,Low,Primary,Night,Sun,Clear,1,50,Medical,5728,5.89
0.1,High,Secondary,Afternoon,Fri,Clear,3,50,Medical,2748,1.85
8.45,High,Primary,Evening,Thu,Clear,3,60,Fire,6005,16.02
6.68,Low,Residential,Evening,Fri,Clear,1,40,Medical,9078,14.87
2.3,Medium,Residential,Afternoon,Wed,Clear,6,60,Medical,302,6.03
2.35,Medium,Secondary,Morning,Thu,Clear,4,60,Crime,7865,5.7
3.18,Low,Residential,Morning,Mon,Clear,2,60,Medical,6431,4.33
1.47,Low,Secondary,Afternoon,Mon,Clear,2,60,Other,2720,1.19
3.13,Medium,Primary,Afternoon,Tue,Clear,7,50,Crime,6736,8.06
0.14,Low,Secondary,Evening,Sat,Clear,4,40,Medical,6492,4.43
0.17,Low,Primary,Afternoon,Sat,Clear,0,70,Other,6051,1.25
1.83,High,Secondary,Afternoon,Mon,Snow,3,50,Other,3794,8.28
2.39,Medium,Residential,Afternoon,Tue,Clear,1,30,Medical,3874,9.33
6.56,Medium,Residential,Morning,Mon,Clear,5,50,Medical,3459,12.66
0.33,Low,Primary,Morning,Thu,Clear,2,50,Fire,6474,1.0
5.19,Medium,Primary,Morning,Wed,Clear,4,70,Fire,8173,5.55
0.71,Low,Primary,Afternoon,Tue,Clear,4,50,Fire,6455,1.75
1.5,Medium,Primary,Morning,Wed,Clear,5,40,Medical,3860,3.89
1.14,Medium,Primary,Morning,Fri,Clear,1,50,Medical,2031,3.47
1.53,Medium,Secondary,Evening,Fri,Clear,4,50,Fire,6073,1.57
0.49,Low,Secondary,Morning,Wed,Rain,2,60,Fire,4243,1.0
2.1,Medium,Residential,Morning,Thu,Clear,5,40,Other,893,5.24
4.85,High,Primary,Night,Wed,Clear,3,50,Fire,4588,7.74
1.75,Medium,Primary,Evening,Wed,Clear,3,60,Medical,3030,3.64
2.02,Low,Primary,Morning,Wed,Clear,3,60,Medical,3845,1.53
5.67,Medium,Primary,Morning,Tue,Clear,1,60,Medical,8242,6.07
3.67,Low,Primary,Evening,Sun,Clear,1,60,Medical,6373,3.33
2.02,High,Primary,Afternoon,Tue,Clear,5,40,Medical,8150,7.54
0.89,Medium,Secondary,Morning,Sun,Snow,1,60,Fire,7233,1.0
6.49,Low,Residential,Morning,Wed,Clear,1,70,Other,4457,6.92
2.58,Low,Secondary,Night,Sat,Clear,2,30,Fire,9133,5.84
0.75,Low,Secondary,Evening,Thu,Clear,5,50,Medical,3970,4.39
0.94,High,Primary,Afternoon,Fri,Clear,3,50,Other,2824,3.56
4.88,Low,Residential,Afternoon,Fri,Rain,4,40,Other,3381,13.66
0.14,Medium,Primary,Morning,Fri,Clear,3,50,Medical,7610,2.11
14.52,High,Primary,Afternoon,Mon,Clear,1,30,Fire,4639,43.25
0.42,Low,Primary,Night,Thu,Rain,6,60,Medical,1992,1.17
4.77,Low,Primary,Morning,Tue,Clear,0,60,Medical,2737,4.35
1.51,Medium,Secondary,Night,Fri,Clear,6,50,Medical,7145,4.57
2.03,Medium,Residential,Morning,Tue,Fog,2,50,Other,6281,6.62
6.38,Low,Residential,Afternoon,Tue,Clear,3,70,Other,7487,9.87
1.6,Low,Primary,Morning,Tue,Clear,2,60,Medical,4974,2.19
2.31,Medium,Secondary,Evening,Sat,Snow,2,60,Fire,5317,5.38
0.15,High,Secondary,Afternoon,Tue,Clear,3,50,Medical,2919,1.76
0.01,Low,Residential,Evening,Wed,Rain,3,60,Crime,7381,1.0
0.84,Low,Secondary,Afternoon,Tue,Clear,0,30,Crime,4861,4.25
3.42,Low,Secondary,Afternoon,Mon,Rain,0,60,Medical,1899,6.84
0.39,High,Secondary,Evening,Tue,Clear,1,60,Medical,1191,1.17
0.36,Low,Secondary,Morning,Fri,Fog,2,50,Fire,6532,1.13
1.59,High,Primary,Afternoon,Tue,Clear,4,70,Medical,3060,4.49
3.13,Low,Primary,Morning,Fri,Clear,4,50,Crime,5638,6.49
3.74,High,Secondary,Afternoon,Tue,Rain,3,50,Fire,5603,11.59
0.59,Medium,Residential,Evening,Thu,Clear,4,40,Other,5067,2.32
0.25,Medium,Secondary,Morning,Wed,Clear,1,40,Medical,5530,1.0
8.46,Low,Residential,Night,Fri,Clear,2,50,Medical,6182,10.67
0.91,Medium,Primary,Night,Mon,Clear,3,50,Other,1665,2.07
5.76,Low,Secondary,Afternoon,Tue,Clear,1,50,Other,1466,5.98
5.97,Low,Primary,Morning,Fri,Rain,5,50,Medical,2079,10.41
4.44,Low,Residential,Evening,Sat,Clear,1,60,Other,2607,8.25
0.55,High,Primary,Night,Sun,Clear,4,30,Other,6615,3.61
5.17,Medium,Secondary,Morning,Wed,Rain,2,50,Medical,2177,11.16
4.4,Medium,Primary,Night,Sat,Clear,2,60,Other,5354,5.97
2.72,Medium,Secondary,Night,Tue,Clear,2,40,Medical,4284,4.62
1.23,Low,Residential,Afternoon,Wed,Clear,0,40,Medical,4535,2.05
0.91,High,Primary,Evening,Mon,Clear,2,50,Fire,5552,1.28
0.39,Medium,Residential,Afternoon,Fri,Clear,1,60,Other,5997,2.2
2.14,Medium,Residential,Evening,Mon,Clear,3,60,Fire,6414,7.22
2.64,Medium,Primary,Afternoon,Wed,Clear,1,60,Medical,5510,2.11
1.34,High,Residential,Morning,Thu,Clear,3,70,Medical,2885,3.77
1.94,High,Primary,Evening,Thu,Clear,2,50,Medical,8627,7.31
1.36,Medium,Primary,Morning,Sat,Clear,3,70,Fire,5154,2.5
3.07,Low,Secondary,Evening,Sun,Fog,4,40,Fire,11154,12.03
6.95,Medium,Secondary,Night,Fri,Clear,1,50,Fire,6212,12.11
0.54,Medium,Primary,Morning,Tue,Clear,5,60,Medical,5209,2.0
1.44,Low,Primary,Afternoon,Sat,Clear,3,40,Crime,4341,1.1
0.46,Low,Residential,Evening,Mon,Clear,2,40,Other,6857,2.31
2.94,Low,Secondary,Morning,Thu,Clear,5,50,Medical,2105,5.82
3.92,Medium,Primary,Evening,Thu,Clear,6,70,Crime,2566,6.5
8.06,Low,Secondary,Afternoon,Tue,Clear,2,40,Medical,200,14.16
0.98,Low,Primary,Evening,Mon,Clear,2,70,Fire,3876,3.59
9.0,Medium,Primary,Morning,Wed,Clear,4,60,Medical,3374,13.93
0.2,Medium,Secondary,Morning,Sat,Clear,3,50,Other,4286,1.83
2.77,Low,Secondary,Morning,Thu,Clear,3,30,Other,3765,6.87
0.18,Low,Primary,Morning,Fri,Clear,4,50,Fire,7071,2.48
6.73,High,Residential,Afternoon,Fri,Clear,4,50,Medical,7911,19.55
2.26,Medium,Primary,Evening,Wed,Rain,1,60,Fire,913,4.57
3.32,Low,Secondary,Morning,Tue,Clear,7,60,Medical,5452,6.9
5.34,High,Primary,Morning,Tue,Clear,1,70,Medical,5859,6.17
0.49,Low,Secondary,Afternoon,Sat,Clear,1,40,Fire,3153,2.43
0.12,High,Primary,Evening,Thu,Clear,4,70,Medical,5653,1.33
6.33,Low,Secondary,Evening,Sat,Clear,2,50,Medical,1473,10.43
1.13,Low,Secondary,Morning,Thu,Clear,3,50,Crime,6866,1.42
0.41,Low,Primary,Night,Thu,Clear,1,60,Medical,1494,2.69
1.9,Low,Primary,Night,Wed,Rain,4,60,Fire,7832,3.62
2.74,Medium,Secondary,Afternoon,Wed,Clear,3,70,Medical,673,3.85
0.09,Medium,Primary,Evening,Thu,Rain,2,70,Other,6082,1.15
0.96,High,Secondary,Afternoon,Tue,Clear,5,60,Crime,8175,2.94
0.1,Low,Secondary,Night,Mon,Rain,2,60,Other,1158,1.0
1.64,Low,Secondary,Afternoon,Thu,Clear,6,50,Medical,4630,2.67
6.76,Low,Residential,Night,Tue,Clear,4,50,Other,10041,11.61
12.16,Low,Secondary,Morning,Tue,Clear,4,50,Medical,2568,16.83
3.04,Medium,Residential,Afternoon,Fri,Rain,3,60,Other,5159,7.74
0.53,Low,Residential,Evening,Sat,Clear,3,60,Medical,4047,2.4
7.09,Medium,Residential,Evening,Mon,Clear,2,60,Other,3839,12.56
2.18,Medium,Primary,Evening,Thu,Fog,2,60,Medical,200,4.64
0.5,Low,Residential,Night,Sun,Clear,1,60,Fire,7349,1.0
7.64,Medium,Residential,Evening,Mon,Clear,1,40,Other,1905,21.21
4.25,Low,Primary,Evening,Thu,Clear,3,60,Fire,5671,3.93
3.95,Low,Primary,Afternoon,Sun,Clear,4,60,Crime,5229,5.1
3.71,Medium,Residential,Afternoon,Sat,Rain,4,70,Fire,5930,7.76
0.67,Medium,Secondary,Afternoon,Mon,Clear,3,70,Other,4196,1.0
0.71,Low,Primary,Evening,Mon,Clear,4,50,Crime,2694,3.48
3.5,Medium,Residential,Afternoon,Tue,Clear,3,60,Medical,2228,6.6
0.74,Low,Primary,Morning,Sun,Clear,7,60,Medical,6249,1.0
1.73,Medium,Primary,Morning,Mon,Clear,5,50,Crime,6101,3.14
4.57,Medium,Secondary,Night,Mon,Clear,3,50,Medical,7628,8.04
4.6,Medium,Secondary,Morning,Sat,Snow,4,50,Medical,2848,14.46
1.81,High,Residential,Morning,Sun,Clear,2,40,Crime,2709,6.77
4.71,Medium,Secondary,Afternoon,Thu,Clear,4,60,Medical,1150,3.79
5.47,Low,Residential,Afternoon,Tue,Rain,2,60,Medical,4421,7.5
3.19,Low,Primary,Afternoon,Mon,Clear,4,50,Crime,6341,6.01
0.78,High,Secondary,Morning,Tue,Clear,5,50,Other,7178,2.13
0.96,Low,Primary,Morning,Tue,Clear,1,40,Medical,4979,2.54
1.13,Medium,Primary,Evening,Wed,Clear,2,50,Medical,6600,2.77
0.37,Medium,Residential,Evening,Thu,Rain,3,70,Medical,5354,3.58
0.96,Medium,Primary,Morning,Wed,Clear,2,70,Crime,4704,1.0
0.71,Medium,Residential,Evening,Tue,Fog,3,60,Medical,2891,3.59
1.82,Medium,Primary,Evening,Sat,Rain,4,40,Medical,9670,7.34
7.17,Medium,Primary,Evening,Sat,Rain,2,60,Other,970,15.4
0.33,High,Primary,Afternoon,Mon,Clear,5,60,Fire,3375,3.74
3.82,Medium,Secondary,Afternoon,Sun,Clear,5,70,Crime,4263,7.0
3.49,Low,Primary,Evening,Thu,Clear,4,50,Medical,1990,3.85
0.3,Medium,Secondary,Afternoon,Fri,Clear,4,50,Medical,2570,1.11
7.68,Medium,Secondary,Morning,Thu,Clear,2,60,Medical,1778,10.73
2.52,High,Primary,Afternoon,Wed,Rain,2,50,Fire,6256,6.76
1.36,Low,Secondary,Evening,Sun,Clear,4,50,Medical,4483,4.84
4.24,Low,Secondary,Afternoon,Thu,Clear,1,40,Medical,10127,6.44
0.89,High,Residential,Afternoon,Mon,Clear,2,60,Other,6141,2.31
3.55,Medium,Primary,Evening,Thu,Clear,5,70,Medical,5397,7.8
0.12,Low,Primary,Night,Fri,Clear,2,60,Fire,4291,1.25
5.49,Medium,Primary,Afternoon,Sat,Clear,3,60,Fire,7361,7.86
1.78,High,Secondary,Afternoon,Sun,Clear,1,50,Medical,200,1.43
3.04,High,Secondary,Evening,Wed,Clear,6,50,Fire,7430,9.46
0.75,Medium,Residential,Morning,Wed,Clear,1,70,Medical,3586,1.0
3.39,Low,Residential,Evening,Tue,Rain,1,70,Medical,200,6.53
4.44,High,Primary,Evening,Sun,Rain,3,60,Medical,1827,11.87
1.92,Medium,Secondary,Afternoon,Wed,Clear,2,50,Crime,8054,4.34
2.88,High,Secondary,Morning,Fri,Clear,3,50,Other,5342,7.86
1.83,Low,Residential,Morning,Fri,Clear,2,60,Medical,10520,3.39
6.74,Low,Primary,Evening,Sat,Clear,2,50,Other,3047,10.01
2.07,Medium,Secondary,Afternoon,Wed,Rain,2,70,Other,4724,4.3
5.53,Low,Residential,Afternoon,Sat,Fog,4,60,Medical,4469,11.15
4.85,Medium,Primary,Afternoon,Thu,Clear,8,40,Medical,870,10.9
1.59,High,Secondary,Morning,Fri,Rain,0,50,Medical,4493,2.14
0.78,Medium,Residential,Afternoon,Wed,Clear,4,50,Medical,5351,2.04
1.56,High,Residential,Afternoon,Wed,Clear,6,40,Medical,4244,7.0
5.25,Medium,Primary,Evening,Thu,Clear,0,60,Fire,8684,9.59
0.77,Medium,Primary,Afternoon,Sat,Clear,5,40,Fire,3386,4.91
2.23,High,Primary,Morning,Sun,Clear,2,50,Fire,4585,2.54
4.92,Medium,Residential,Evening,Wed,Clear,2,60,Medical,1005,8.06
1.31,Medium,Residential,Evening,Mon,Clear,6,40,Medical,2821,4.52
3.08,Medium,Residential,Evening,Tue,Clear,5,60,Medical,200,7.22
0.85,Medium,Secondary,Morning,Fri,Clear,3,40,Fire,4809,3.02
0.35,Low,Primary,Morning,Thu,Clear,4,60,Medical,5896,1.64
4.75,High,Secondary,Evening,Thu,Clear,1,70,Medical,6446,9.18
0.31,High,Primary,Night,Tue,Clear,2,40,Medical,5047,1.78
0.95,Medium,Secondary,Night,Mon,Clear,1,40,Fire,4682,1.65
5.8,Medium,Secondary,Evening,Tue,Rain,1,40,Crime,4211,19.45
1.28,Medium,Secondary,Morning,Wed,Clear,5,50,Crime,4428,5.81
10.84,Medium,Residential,Evening,Sun,Clear,7,60,Crime,1471,23.54
11.7,Medium,Primary,Night,Sat,Clear,3,50,Crime,4734,16.12
0.94,High,Secondary,Morning,Thu,Clear,3,50,Medical,2435,4.96
0.13,Low,Secondary,Afternoon,Sat,Clear,2,60,Other,4680,2.71
3.66,Low,Secondary,Afternoon,Sat,Fog,5,50,Medical,1935,7.18
1.8,High,Secondary,Morning,Sat,Clear,2,50,Fire,7244,5.92
0.32,Medium,Primary,Afternoon,Sun,Rain,3,50,Medical,9046,1.81
3.69,High,Primary,Night,Sat,Rain,3,50,Fire,1991,9.97
0.1,Low,Primary,Night,Wed,Clear,5,50,Medical,2823,2.11
6.13,Low,Primary,Night,Sun,Clear,2,50,Fire,3239,7.88
0.45,High,Secondary,Afternoon,Thu,Clear,7,50,Medical,4632,4.32
0.41,Low,Primary,Afternoon,Sat,Rain,1,50,Medical,7604,1.0
0.58,High,Secondary,Evening,Thu,Rain,2,50,Crime,766,1.63
9.68,High,Primary,Afternoon,Sun,Rain,3,50,Medical,4495,22.13
3.54,Medium,Secondary,Morning,Sat,Clear,4,50,Other,8827,7.79
4.85,Low,Secondary,Evening,Wed,Clear,0,70,Medical,1167,4.21
1.52,Medium,Primary,Afternoon,Tue,Clear,4,50,Fire,8199,4.46
1.23,High,Secondary,Morning,Sat,Clear,5,50,Other,2592,4.54
0.8,Low,Residential,Morning,Fri,Clear,4,70,Medical,1662,4.13
